"","occasionyear","FieldPeriodID","BirdID","BloodID","SampleQuality","SampleColour","dROMsAssay","dROMsDilution","dROMsColourInCuvette","dROMsTurbid","dROMsAbs505nm","dROMsCARRU505nm","dROMs505mMolH2O2","dROMsAbs546nm","dROMsCARRU546nm","dROMs546mMolH2O2","OXYanalysed","OXYassay","OXYdilution","OXYabs505nm","OXYmMolHClO505nm","OXYabs546nm","OXYmMolHClO546nm","UseData","CatchID","BloodSource","OccasionDate","Island","birthyear","birthday","age_year","age_date","dROMsAbs505nm._z","dROMsCARRU505nm._z","dROMs505mMolH2O2._z","dROMsAbs546nm._z","dROMsCARRU546nm._z","dROMs546mMolH2O2._z","OXYabs505nm._z","OXYmMolHClO505nm._z","OXYabs546nm._z","OXYmMolHClO546nm._z","sum_roms_z","sum_roms","sum_roms_scale","sum_oxy","sum_oxy_scale","sum_oxy_z","oxyratio","Status","OccasionID","TerritoryID","Resident","CatchType","BleedTime","CatchTime","Year","TerritoryNumber","TQ","TQcorrected","lifespan","lifespan_yrs","AveAge","WithinAge","newstat","SexEstimate","avg_invert","BreedGroupID","PeriodStart","PeriodEnd","PeriodYear","groupsize","nr_helpers","newlifespan"
"11",2006,75,1024,3227,2,"Y",4,NA,"O",1,1.21599996089935,93.8629989624023,2.25300002098083,0.822000026702881,51.9199981689453,1.24600005149841,1,4,"10/500",0.907000005245209,97.7779998779297,1.05299997329712,98.0770034790039,1,5584,"A","2006-08-29","CN",1995,"1995-07-01",11,4077,0.257877692821282,0.234704806962018,0.235032985179677,-0.0908156099993519,-0.0866779710132437,-0.0867899087480824,2.19222656744092,-1.30458482961158,2.29044527759461,-1.3361129966369,0.0836312266162753,151.319997191429,0.0932324879460019,197.815003335476,-1.40339751537254,-1.40738855879098,1.30726280073365,"BrF",1938,127,NA,"R",NA,"10:46:00",2006,87,6817.822296,6817.822296,4618,12.6520547945205,11,0,"Dom",0,3.14873123264286,3851,"2006-06-12","2006-09-02",2006,3,0,4460
"12",2006,75,4803,3218,NA,"Y",3,NA,NA,0,0.944000005722046,65.9649963378906,1.58299994468689,0.637000024318695,34.5970001220703,0.829999983310699,1,3,"10/500",0.660000026226044,106.322998046875,0.76800000667572,107.419998168945,1,5579,"A","2006-08-28","CN",2005,"2005-12-17",1,254,-0.482936620933598,-0.565927869233049,-0.566139604208915,-0.628098585533404,-0.652925933509998,-0.653380343177121,0.755883133348101,-0.977362459985503,0.858063378023049,-0.979463760674371,-0.610079995483506,104.555996417999,-0.606029410001824,215.170996248722,-1.05125269559164,-1.05521615559393,2.05794984142756,"H",1937,63,NA,"R",NA,"11:00:00",2006,46,29234.19744,29234.19744,2999,8.21643835616438,1,0,"Sub",0,3.14873123264286,3807,"2006-06-12","2006-09-02",2006,6,1,2844
"13",2006,75,4881,3174,1,"Y",3,NA,"O",1,1.54299998283386,117.751998901367,2.82599997520447,0.995000004768372,63.2669982910156,1.51800000667572,1,3,"10/500",0.836000025272369,79.359001159668,0.971000015735626,79.8519973754883,1,5402,"A","2006-08-11","CN",2005,"2005-12-15",1,239,1.14848922505237,0.920284854042247,0.920214783343378,0.411616507754492,0.284228709353889,0.283672945837439,1.77935060097455,-2.00992241863919,1.87832152765484,-2.03181439837583,0.626284758722569,187.900997161865,0.640228019660434,161.017998576164,-2.14999119481311,-2.15404071872876,0.856929984450574,"ABX",1915,77,NA,"N",NA,"18:53:00",2006,52.1,9426.642867,9426.642867,1174,3.21643835616438,2.5,-1.5,"Sub",1,3.14873123264286,3818,"2006-06-12","2006-09-02",2006,5,0,1174
"14",2006,75,1762,3099,1,"Y",2,NA,"O",1,1.09700000286102,80.8970031738281,1.94200003147125,0.78600001335144,47.8450012207031,1.14800000190735,1,2,"10/500",0.53600001335144,154.479995727539,0.623000025749207,156.350006103516,1,5491,"A","2006-07-05","CN",2002,"2002-10-10",4,1364,-0.0662285085696688,-0.137400682002959,-0.136854535003086,-0.195368010234246,-0.21988001334326,-0.220265585600162,0.0348037023816597,0.866762791253638,0.129307685243389,0.888336717077531,-0.177526519337982,133.715004444122,-0.170014891196845,311.989001870156,0.913138469553749,0.909328879822799,2.33323854093376,"BrM",1840,15,NA,"R",NA,"15:35:00",2006,10,11933.52859,11933.52859,NA,NA,5,-1,"Dom",1,3.14873123264286,3772,"2006-06-12","2006-09-02",2006,3,0,6367
"15",2006,75,1031,3145,1,"Y",2,NA,"O",0,1.61500000953674,126.150001525879,3.02800011634827,1.0440000295639,68.6959991455078,1.64900004863739,1,2,"10/500",0.600000023841858,142.667999267578,0.698000013828278,144.110000610352,1,5531,"A","2006-08-07","CN",1996,"1996-06-22",10,3698,1.34458723667688,1.16129548861896,1.16176248141564,0.553923960641499,0.461689946948609,0.462094480739191,0.406973753629522,0.414433908880067,0.506250274627108,0.421100166893675,0.83813345376851,202.182000875473,0.853771805397676,288.0759999156,0.427955063118926,0.424107469092423,1.42483504302161,"BrM",1908,74,NA,"R",NA,"10:30:00",2006,51.1,15392.44795,15392.44795,5018,13.7479452054795,11.5,-1.5,"Dom",1,3.14873123264286,3815,"2006-06-12","2006-09-02",2006,3,0,5018
"16",2006,75,3576,3181,1,"Y",3,NA,"PO",1,1.14999997615814,83.7750015258789,2.01099991798401,0.848999977111816,51.5750007629395,1.23800003528595,1,3,"10/500",0.699999988079071,100.194999694824,0.814000010490417,101.172996520996,1,5556,"A","2006-08-13","CN",2005,"2005-08-21",1,357,0.0781212903909198,-0.0548062556671145,-0.0543458611970628,-0.0124014829289163,-0.0979551227908304,-0.0976858989362662,0.988489155420276,-1.21202817929604,1.08925488876425,-1.21792995258995,-0.0754220649981198,140.598002195358,-0.0670934560865584,202.881996214389,-1.30059064612022,-1.30457363670218,1.4429934497397,"BrM",1919,403,NA,"R",NA,"12:15:00",2006,124,7972.473429,7972.473429,1671,4.57808219178082,2,-1,"Dom",1,3.14873123264286,3876,"2006-06-12","2006-09-02",2006,2,0,1671
"17",2006,75,1510,3144,2,"Y",2,NA,"O",1,1.01800000667572,73.995002746582,1.77600002288818,0.675000011920929,38.8740005493164,0.933000028133392,1,2,"10/500",0.651000022888184,133.255004882812,0.758000016212463,134.317993164062,1,5530,"A","2006-08-07","CN",1999,"1999-06-20",7,2605,-0.281391514469806,-0.335478198430975,-0.335354000034012,-0.517737795554676,-0.513120873729209,-0.513094692752739,0.703546709059799,0.0539724708596241,0.807804406047499,0.0473108102520962,-0.421461766446492,117.271003365517,-0.415901967022383,268.981998085975,0.0405468712166281,0.0366689316028285,2.29367866195872,"BrF",1908,24,NA,"R",NA,"10:00:00",2006,18,5186.217755,5186.217755,3544,9.70958904109589,8,-1,"Dom",0,3.14873123264286,3777,"2006-06-12","2006-09-02",2006,3,0,3544
"18",2006,75,3578,3129,2,"Y",2,NA,"PO",0,0.883000016212463,62.2019996643066,1.49300003051758,0.73199999332428,43.4809989929199,1.0440000295639,1,2,"10/500",0.875999987125397,91.7279968261719,1.01699995994568,92.0469970703125,1,5516,"A","2006-07-27","CN",2005,"2005-08-17",1,344,-0.649075123927613,-0.673920478518906,-0.673759687894015,-0.352196610586583,-0.362528956853319,-0.361913133321463,2.01195662304673,-1.53626379497823,2.10951273882895,-1.56629585019502,-0.531769690920817,109.834998726845,-0.527092511688974,185.667993843555,-1.64985454550561,-1.65386489384193,1.69042651245715,"ABX",1882,116,NA,"R",NA,"16:15:00",2006,81,15598.95477,15598.95477,1117,3.06027397260274,1,0,"Sub",1,3.14873123264286,3845,"2006-06-12","2006-09-02",2006,4,0,1117
"19",2006,75,4854,3097,1,"Y",2,NA,"PO",1,1.25699996948242,94.875,2.27699995040894,0.910000026226044,57.8660011291504,1.38900005817413,1,2,"10/500",0.514999985694885,158.356002807617,0.600000023841858,160.10400390625,1,5381,"A","2006-07-01","CN",2006,"2006-05-03",0,59,0.369544598069896,0.263747785771265,0.263731617143156,0.164756827738313,0.107682846444863,0.107975530254663,-0.0873147364944825,1.01519070151814,0.0137119298727845,1.03163771344774,0.191239298135033,158.574001133442,0.201701576995691,319.575006723404,1.06705489054199,1.06325735704601,2.01530518520799,"OFL",1834,5,NA,"N",NA,"16:47:00",2006,3.1,29498.92328,29498.92328,2707,7.41643835616438,2,-2,"Sub",1,3.14873123264286,3764,"2006-06-12","2006-09-02",2006,5,1,2492
"20",2006,75,1774,3203,3,"Y",3,NA,"O",1,1.47200000286102,111.613998413086,2.67899990081787,0.882000029087067,54.2179985046387,1.30099999904633,1,3,"10/500",0.728999972343445,95.7519989013672,0.847000002861023,96.6910018920898,1,5571,"A","2006-08-21","CN",2002,"2002-10-29",4,1392,0.955114923185648,0.744133040467562,0.744435056737856,0.0834383326902258,-0.0115617581970687,-0.0118801994528212,1.15712859074467,-1.38216856073803,1.25510961611041,-1.3890207016523,0.392867041763514,172.165996849537,0.40494262917563,194.019000768661,-1.48041659728046,-1.48441367358445,1.12692984862872,"BrM",1930,72,NA,"R",NA,"10:33:00",2006,50.1,11505.14928,11505.14928,2140,5.86301369863014,5,-1,"Dom",1,3.14873123264286,3814,"2006-06-12","2006-09-02",2006,5,0,2140
"21",2006,75,1536,3126,2,"Y",2,NA,"O",0,1.12000000476837,82.9059982299805,1.99000000953674,0.739000022411346,44.0460014343262,1.057000041008,1,2,"10/500",0.628000020980835,137.5,0.73199999332428,138.561004638672,1,5512,"A","2006-07-27","CN",1999,"1999-09-09",7,2513,-0.00358610622718442,-0.0797454043144867,-0.0794571285280855,-0.331866900271697,-0.344060359189895,-0.344207169560968,0.56979810772417,0.216530418074354,0.677130839257393,0.209278878395081,-0.205073884405697,131.857999742031,-0.197782674342124,277.421004652977,0.211770290212088,0.207905762486098,2.10393760860719,"BrF",1883,36,NA,"R",NA,"10:37:00",2006,26.5,9125.285667,9125.285667,3286,9.0027397260274,7,0,"Dom",0,3.14873123264286,3786,"2006-06-12","2006-09-02",2006,3,1,3286
"22",2006,75,1779,3184,1,"Y",3,NA,"O",1,1.15499997138977,84.2070007324219,2.02099990844727,0.730000019073486,42.0449981689453,1.00899994373322,1,3,"10/500",0.537999987602234,125.013999938965,0.625999987125397,126.704002380371,1,5559,"A","2006-08-15","CN",2002,"2002-07-01",4,1506,0.0917391898272749,-0.0424084978238783,-0.0423880741209367,-0.35800500033042,-0.409468438028517,-0.409583110690098,0.0464338648411464,-0.261608774742755,0.144385197095791,-0.243337326212411,-0.215324400590809,131.166998744011,-0.208115209227249,252.882002294064,-0.286114365910799,-0.290017892818051,1.927939227973,"BrF",1922,88,NA,"R",NA,"09:39:00",2006,59.1,9609.574875,9609.574875,2260,6.19178082191781,4,0,"Dom",0,3.14873123264286,3827,"2006-06-12","2006-09-02",2006,4,0,2260
"23",2006,75,4886,3189,1,"Y",3,NA,"PO",1,1.05999994277954,75.9940032958984,1.82400000095367,0.71399998664856,40.7630004882812,0.977999985218048,1,3,"10/500",0.824000000953674,81.197998046875,0.957000017166138,81.7529983520508,1,5407,"A","2006-08-15","CN",2006,"2006-05-18",0,89,-0.167001224139727,-0.27810974875894,-0.277956593559011,-0.404472810704029,-0.451373919552979,-0.451804930602079,1.70956858638671,-1.93949982670069,1.80795890697565,-1.95924767128725,-0.361204834416595,121.333003699779,-0.355162893884416,164.731996417046,-2.07463594968935,-2.07867957104739,1.3576849776558,"OFL",1922,86,NA,"N",NA,"10:45:00",2006,58,3822.914573,3822.914573,486,1.33150684931507,0.5,-0.5,"Sub",1,3.14873123264286,3825,"2006-06-12","2006-09-02",2006,8,1,486
"24",2006,75,1187,3091,1,"Y",2,NA,"PO",1,1.03900003433228,75.8300018310547,1.82000005245209,0.75900000333786,45.6629981994629,1.09599995613098,1,2,"10/500",0.584999978542328,145.436004638672,0.680999994277954,146.884002685547,1,5485,"A","2006-07-01","CN",1996,"1996-11-15",10,3515,-0.224196206966585,-0.282816355660695,-0.282739651370226,-0.273782310410415,-0.291204547445018,-0.291089440642102,0.319746148742142,0.520431974503862,0.420809842528411,0.526991880793709,-0.288902509395805,126.207000076771,-0.282282047489805,293.586007297039,0.539750485370307,0.535911648251419,2.32622601851286,"BrM",1834,5,NA,"R",NA,"11:00:00",2006,3.1,29498.92328,29498.92328,5047,13.827397260274,11.5,-1.5,"Dom",1,3.14873123264286,3764,"2006-06-12","2006-09-02",2006,5,1,5047
"25",2006,75,2990,3215,2,"Y",3,NA,"PO",1,1.07599997520447,77.3779983520508,1.85699999332428,0.685999989509583,38.5209999084473,0.925000011920929,1,3,"5/250",0.778999984264374,88.0920028686523,0.904999971389771,88.8150024414062,1,5576,"A","2006-08-23","CN",2004,"2004-03-16",2,890,-0.123423816072862,-0.238391074968492,-0.238495867698189,-0.485791305752116,-0.524659632384685,-0.523990682940927,1.4478864649452,-1.67550063683615,1.54661177339543,-1.68967046971348,-0.374407442653435,120.442998230457,-0.368471141753912,178.591005265713,-1.79344326899685,-1.79746486460215,1.48278445314018,"BrM",1934,48,NA,"R",NA,"11:45:00",2006,33.1,14351.15029,14351.15029,2369,6.49041095890411,3.75,-1.75,"Dom",1,3.14873123264286,3795,"2006-06-12","2006-09-02",2006,4,0,2369
"26",2006,75,2991,3168,1,"Y",2,NA,"O",1,1.38399994373322,105.970001220703,2.54299998283386,0.907000005245209,57.6240005493164,1.38300001621246,1,2,"10/500",0.677999973297119,128.272003173828,0.787000000476837,129.585006713867,1,5546,"A","2006-08-11","CN",2003,"2003-11-28",3,987,0.715439503494293,0.582158413201424,0.581809095483363,0.156044070016827,0.0997724180719429,0.0998034970228775,0.86055563531439,-0.136846718896361,0.953555484690012,-0.133361025417513,0.357932337211134,169.811001718044,0.369728397329128,259.322009861469,-0.155449683368736,-0.159342975343911,1.52712137162968,"BrM",1916,179,NA,"R",NA,"10:14:00",2006,122,9418.674896,9418.674896,5045,13.8219178082192,4.33333333333333,-1.33333333333333,"Dom",1,3.14873123264286,3874,"2006-06-12","2006-09-02",2006,5,0,4844
"27",2006,75,1787,3124,1,"Y",2,NA,"O",0,1.18099999427795,88.2350006103516,2.11800003051758,0.638000011444092,35.8839988708496,0.861000001430511,1,2,"10/500",0.456000000238419,169.244995117188,0.532000005245209,171.201995849609,1,5510,"A","2006-07-26","CN",2002,"2002-11-13",4,1351,0.162552396766823,0.0731893234748681,0.0736027171039666,-0.625194390661486,-0.610856978860222,-0.611158442083857,-0.430408861678159,1.43217404030073,-0.32804949895489,1.45528029044489,-0.248701564357393,128.916999518871,-0.241759437747709,341.434990972281,1.51058354673654,1.50682075472988,2.64848695087959,"BrM",1881,36,NA,"R",NA,"12:00:00",2006,26.5,9125.285667,9125.285667,1926,5.27671232876712,5,-1,"Dom",1,3.14873123264286,3786,"2006-06-12","2006-09-02",2006,3,1,1926
"28",2006,75,1196,3187,1,"Y",3,NA,"O",1,1.56700003147125,119.827003479004,2.87599992752075,0.976999998092651,61.826000213623,1.48399996757507,1,3,"10/500",0.699999988079071,100.194999694824,0.813000023365021,101.30899810791,1,5563,"A","2006-08-15","CN",1996,"1996-07-23",10,3675,1.21385533715265,0.979834510355308,0.980003718723985,0.359340307637044,0.237125879746834,0.237365028128279,0.988489155420276,-1.21202817929604,1.08422905148012,-1.21273837711846,0.636016155360358,188.557003617287,0.650037281303951,203.016997814178,-1.29785152803776,-1.30183430406528,1.07668765370413,"BrM",1922,88,NA,"R",NA,"17:26:00",2006,59.1,9609.574875,9609.574875,4805,13.1643835616438,10,0,"Dom",1,3.14873123264286,3827,"2006-06-12","2006-09-02",2006,4,0,4805
"29",2006,75,1199,3204,2,"Y",3,NA,"PO",1,1.28600001335144,95.5329971313477,2.29299998283386,0.820999979972839,49.3330001831055,1.18400001525879,1,3,"10/500",0.584999978542328,117.813003540039,0.680999994277954,119.235000610352,1,5572,"A","2006-08-21","CN",1996,"1996-07-15",10,3689,0.448528609606535,0.282631360028898,0.28286413348417,-0.0937199779770032,-0.17124083562254,-0.171233710934604,0.319746148742142,-0.537363907598007,0.420809842528411,-0.528450811029866,0.0707253872129728,150.44999730587,0.080223383482553,238.314004123211,-0.581692101859752,-0.585618781297553,1.5840080318427,"BrM",1930,168,NA,"R",NA,"16:24:00",2006,111,13663.31448,13663.31448,4238,11.6109589041096,10,0,"Dom",1,3.14873123264286,NA,NA,NA,NA,NA,NA,4238
"30",2006,75,1797,3200,1,"Y",3,NA,"PO",0,1.41100001335144,106.339996337891,2.55200004577637,0.995999991893768,63.3479995727539,1.51999998092651,1,3,"10/500",0.685999989509583,102.339996337891,0.797999978065491,103.346000671387,1,5566,"A","2006-08-16","CN",2002,"2002-11-30",4,1355,0.78897642019164,0.592776742579351,0.592571189380719,0.414520702626408,0.286876450271473,0.286396902793837,0.907076978372954,-1.12988762519561,1.0088402939497,-1.13498007455836,0.45221906307391,176.166995942593,0.464769551022049,207.169996976853,-1.21358915543825,-1.21756533121508,1.17598643189876,"BrM",1924,92,NA,"R",NA,"10:42:00",2006,62,15315.72224,15315.72224,1372,3.75890410958904,4,0,"Dom",1,3.14873123264286,3829,"2006-06-12","2006-09-02",2006,3,0,1372
"31",2006,75,1356,3191,1,"Y",3,NA,"O",1,1.31200003623962,97.7809982299805,2.34699988365173,0.841000020503998,50.9339981079102,1.22200000286102,1,3,"10/500",0.867999970912933,74.4570007324219,1.00800001621246,74.8270034790039,1,5561,"A","2006-08-15","CN",1997,"1997-08-05",9,3297,0.519341816546083,0.347145768458499,0.347436126676003,-0.0356352150099876,-0.11890798824652,-0.119477879312647,1.96543527998817,-2.19763974332406,2.06427990370461,-2.22363300615338,0.129869726574575,154.436996281147,0.139840961629379,151.160004198551,-2.35000519982324,-2.35407039078615,0.978781042357039,"BrM",1922,86,NA,"R",NA,"11:21:00",2006,58,3822.914573,3822.914573,4427,12.1287671232877,10.5,-1.5,"Dom",1,3.14873123264286,NA,NA,NA,NA,NA,NA,4427
"32",2006,75,1742,3211,2,"Y",3,NA,"PO",0,1.32299995422363,98.7320022583008,2.36999988555908,0.912999987602234,56.7000007629395,1.36099994182587,1,3,"10/500",0.763999998569489,90.3899993896484,0.888000011444092,91.1230010986328,1,5575,"A","2006-08-22","CN",2002,"2002-07-28",4,1486,0.549301000500258,0.37443822055675,0.3749390654607,0.173469412354065,0.0695690436348178,0.0698394834147244,1.36065920666814,-1.58750110165478,1.46117164086384,-1.60156745938119,0.233146220543414,161.399002790451,0.243943814351662,183.165000498295,-1.70063908689632,-1.70465341317312,1.13485831592221,"BrM",1932,71,NA,"R",NA,"16:28:00",2006,50,10112.91676,10112.91676,2233,6.11780821917808,5.25,-1.25,"Dom",1,3.14873123264286,3813,"2006-06-12","2006-09-02",2006,5,0,2233
