"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd"
"62",27,5,"BrF",1982-10-24,"CN",1985,2,1985-11-27
"63",28,3,"FL",1983-09-16,"CN",1983,3,1983-11-28
"64",28,4,"ABX",1983-09-16,"CN",1984,3,1984-09-26
"65",28,5,"BrM",1983-09-16,"CN",1985,3,1985-11-27
"66",28,6,"BrM",1983-09-16,"CN",1986,3,1986-12-05
"67",28,7,"BrM",1983-09-16,"CN",1987,3,1988-01-28
"68",28,8,"BrM",1983-09-16,"CN",1988,3,1989-03-24
"69",28,10,"BrM",1983-09-16,"CN",1989,3,1989-11-26
"70",28,12,"BrM",1983-09-16,"CN",1990,3,1990-09-12
"71",28,14,"BrM",1983-09-16,"CN",1991,3,1991-12-31
"72",29,3,"FL",1983-09-23,"CN",1983,3,1983-11-28
"73",29,4,"ABX",1983-09-23,"CN",1984,3,1984-09-26
"74",29,5,"BrM",1983-09-23,"CN",1985,3,1985-11-27
"75",29,6,"BrM",1983-09-23,"CN",1986,3,1986-12-05
"76",29,7,"BrM",1983-09-23,"CN",1987,3,1988-01-28
"77",29,8,"BrM",1983-09-23,"CN",1988,3,1989-03-24
"78",29,10,"BrM",1983-09-23,"CN",1989,3,1989-11-26
"79",29,12,"BrM",1983-09-23,"CN",1990,3,1990-09-12
"80",29,14,"BrM",1983-09-23,"CN",1991,3,1991-12-31
"81",29,16,"BrM",1983-09-23,"CN",1993,3,1993-08-13
"82",29,17,"BrM",1983-09-23,"CN",1994,3,1994-07-29
"83",29,19,"BrM",1983-09-23,"CN",1995,3,1995-09-14
"84",29,21,"BrM",1983-09-23,"CN",1996,3,1996-08-11
"85",29,22,"SEEN1",1983-09-23,"CN",1997,3,1997-08-28
"86",30,3,"BrM",1983-02-19,"CN",1983,2,1983-11-28
"87",30,4,"BrM",1983-02-19,"CN",1984,2,1984-09-26
"88",30,5,"BrM",1983-02-19,"CN",1985,2,1985-11-27
"89",30,6,"BrM",1983-02-19,"CN",1986,2,1986-12-05
"90",31,3,"U",1983-05-21,"CN",1983,3,1983-11-28
"91",31,4,"BrF",1983-05-21,"CN",1984,3,1984-09-26
"92",31,5,"BrF",1983-05-21,"CN",1985,3,1985-11-27
"93",31,6,"BrF",1983-05-21,"CN",1986,3,1986-12-05
"94",31,7,"BrF",1983-05-21,"CN",1987,3,1988-01-28
"95",31,8,"BrF",1983-05-21,"CN",1988,3,1989-03-24
"96",31,10,"BrF",1983-05-21,"CN",1989,3,1989-11-26
"97",31,12,"BrF",1983-05-21,"CN",1990,3,1990-09-12
"98",31,14,"NSA",1983-05-21,"CN",1991,3,1991-12-31
"99",31,16,"NSA",1983-05-21,"CN",1993,3,1993-08-13
"100",31,17,"BrF",1983-05-21,"CN",1994,3,1994-07-29
"101",31,19,"SEEN1",1983-05-21,"CN",1995,3,1995-09-14
"102",32,3,"BrF",1983-02-23,"CN",1983,2,1983-11-28
"103",33,3,"U",1982-08-27,"CN",1983,2,1983-11-28
"104",33,4,"ABX",1982-08-27,"CN",1984,2,1984-09-26
"105",33,5,"NSA",1982-08-27,"CN",1985,2,1985-11-27
"106",33,6,"BrM",1982-08-27,"CN",1986,2,1986-12-05
"107",33,7,"BrM",1982-08-27,"CN",1987,2,1988-01-28
"108",33,8,"BrM",1982-08-27,"CN",1988,2,1989-03-24
"109",33,10,"BrM",1982-08-27,"CN",1989,2,1989-11-26
"110",33,12,"BrM",1982-08-27,"CN",1990,2,1990-09-12
"111",33,14,"BrM",1982-08-27,"CN",1991,2,1991-12-31
"112",34,4,"ABX",1984-01-07,"CN",1984,4,1984-09-26
"113",34,5,"BrF",1984-01-07,"CN",1985,4,1985-11-27
"114",34,6,"BrF",1984-01-07,"CN",1986,4,1986-12-05
"115",34,7,"BrF",1984-01-07,"CN",1987,4,1988-01-28
"116",34,8,"BrF",1984-01-07,"CN",1988,4,1989-03-24
"117",34,10,"BrF",1984-01-07,"CN",1989,4,1989-11-26
"118",34,12,"BrF",1984-01-07,"CN",1990,4,1990-09-12
"119",34,14,"BrF",1984-01-07,"CN",1991,4,1991-12-31
"120",35,4,"FL",1984-05-14,"CN",1984,4,1984-09-26
"121",35,5,"NSA",1984-05-14,"CN",1985,4,1985-11-27
"122",35,6,"SEEN1",1984-05-14,"CN",1986,4,1986-12-05
"123",36,4,"U",1983-08-23,"CN",1984,3,1984-09-26
"124",36,5,"BrM",1983-08-23,"CN",1985,3,1985-11-27
"125",36,6,"BrM",1983-08-23,"CN",1986,3,1986-12-05
"126",36,7,"BrM",1983-08-23,"CN",1987,3,1988-01-28
"127",36,8,"BrM",1983-08-23,"CN",1988,3,1989-03-24
"128",36,10,"BrM",1983-08-23,"CN",1989,3,1989-11-26
"129",36,12,"BrM",1983-08-23,"CN",1990,3,1990-09-12
"130",37,4,"U",1983-08-23,"CN",1984,3,1984-09-26
"131",37,5,"BrF",1983-08-23,"CN",1985,3,1985-11-27
"132",37,6,"BrF",1983-08-23,"CN",1986,3,1986-12-05
"133",37,7,"BrF",1983-08-23,"CN",1987,3,1988-01-28
"134",37,8,"BrF",1983-08-23,"CN",1988,3,1989-03-24
"135",37,10,"BrF",1983-08-23,"CN",1989,3,1989-11-26
"136",37,12,"BrF",1983-08-23,"CN",1990,3,1990-09-12
"137",37,14,"ABX",1983-08-23,"CN",1991,3,1991-12-31
"138",38,4,"U",1984-06-12,"CN",1984,4,1984-09-26
"139",38,5,"BrM",1984-06-12,"CN",1985,4,1985-11-27
"140",38,6,"BrM",1984-06-12,"CN",1986,4,1986-12-05
"141",38,7,"BrM",1984-06-12,"CN",1987,4,1988-01-28
"142",38,8,"BrM",1984-06-12,"CN",1988,4,1989-03-24
"143",38,10,"BrM",1984-06-12,"CN",1989,4,1989-11-26
"144",39,4,"U",1984-07-22,"CN",1984,4,1984-09-26
"145",39,5,"BrM",1984-07-22,"CN",1985,4,1985-11-27
"146",39,6,"BrM",1984-07-22,"CN",1986,4,1986-12-05
"147",39,7,"BrM",1984-07-22,"CN",1987,4,1988-01-28
"148",39,8,"BrM",1984-07-22,"CN",1988,4,1989-03-24
"149",39,10,"BrM",1984-07-22,"CN",1989,4,1989-11-26
"150",40,4,"BrF",1984-02-03,"CN",1984,4,1984-09-26
"151",40,5,"BrF",1984-02-03,"CN",1985,4,1985-11-27
"152",40,6,"BrF",1984-02-03,"CN",1986,4,1986-12-05
"153",40,7,"BrF",1984-02-03,"CN",1987,4,1988-01-28
"154",40,8,"BrF",1984-02-03,"CN",1988,4,1989-03-24
"155",40,10,"BrF",1984-02-03,"CN",1989,4,1989-11-26
"156",40,12,"BrF",1984-02-03,"CN",1990,4,1990-09-12
"157",40,14,"BrF",1984-02-03,"CN",1991,4,1991-12-31
"158",40,16,"BrF",1984-02-03,"CN",1993,4,1993-08-13
"159",40,17,"BrF",1984-02-03,"CN",1994,4,1994-07-29
"160",40,19,"BrF",1984-02-03,"CN",1995,4,1995-09-14
"161",40,21,"BrF",1984-02-03,"CN",1996,4,1996-08-11
"162",41,5,"FL",1985-01-15,"CN",1985,5,1985-11-27
"163",42,5,"FL",1984-12-24,"CN",1985,4,1985-11-27
"164",42,6,"AB",1984-12-24,"CN",1986,4,1986-12-05
"165",42,7,"BrM",1984-12-24,"CN",1987,4,1988-01-28
"166",42,8,"BrM",1984-12-24,"CN",1988,4,1989-03-24
"167",42,10,"BrM",1984-12-24,"CN",1989,4,1989-11-26
"168",42,12,"BrM",1984-12-24,"CN",1990,4,1990-09-12
"169",42,14,"BrM",1984-12-24,"CN",1991,4,1991-12-31
"170",42,16,"BrM",1984-12-24,"CN",1993,4,1993-08-13
"171",42,17,"BrM",1984-12-24,"CN",1994,4,1994-07-29
"172",42,19,"BrM",1984-12-24,"CN",1995,4,1995-09-14
"173",42,21,"BrM",1984-12-24,"CN",1996,4,1996-08-11
"174",42,22,"SEEN1",1984-12-24,"CN",1997,4,1997-08-28
"175",43,6,"CH",1986-09-25,"CN",1986,6,1986-12-05
"176",43,7,"ABX",1986-09-25,"CN",1987,6,1988-01-28
"177",44,6,"FL",1986-08-04,"CN",1986,6,1986-12-05
"178",44,7,"BrM",1986-08-04,"CN",1987,6,1988-01-28
"179",44,8,"BrM",1986-08-04,"CN",1988,6,1989-03-24
"180",44,10,"BrM",1986-08-04,"CN",1989,6,1989-11-26
"181",44,12,"BrM",1986-08-04,"CN",1990,6,1990-09-12
"182",44,14,"BrM",1986-08-04,"CN",1991,6,1991-12-31
"183",44,16,"BrM",1986-08-04,"CN",1993,6,1993-08-13
"184",44,17,"BrM",1986-08-04,"CN",1994,6,1994-07-29
"185",44,19,"BrM",1986-08-04,"CN",1995,6,1995-09-14
"186",44,21,"BrM",1986-08-04,"CN",1996,6,1996-08-11
"187",44,22,"BrM",1986-08-04,"CN",1997,6,1997-08-28
"188",44,23,"BrM",1986-08-04,"CN",1998,6,1998-03-28
"189",44,25,"BrM",1986-08-04,"CN",1998,6,1998-09-27
"190",44,26,"NS",1986-08-04,"CN",1999,6,1999-01-29
"191",45,7,"FL",1987-01-19,"CN",1987,7,1988-01-28
"192",46,7,"FL",1987-01-23,"CN",1987,7,1988-01-28
"193",47,7,"FL",1987-01-23,"CN",1987,7,1988-01-28
"194",48,7,"FL",1987-03-05,"CN",1987,7,1988-01-28
"195",49,7,"FL",1987-01-28,"CN",1987,7,1988-01-28
"196",50,7,"FL",1987-02-04,"CN",1987,7,1988-01-28
"197",51,7,"FL",1987-03-08,"CN",1987,7,1988-01-28
"198",51,8,"AB",1987-03-08,"CN",1988,7,1989-03-24
"199",51,10,"AB",1987-03-08,"CN",1989,7,1989-11-26
"200",51,12,"AB",1987-03-08,"CN",1990,7,1990-09-12
"201",51,14,"AB",1987-03-08,"CN",1991,7,1991-12-31
"202",51,16,"BrM",1987-03-08,"CN",1993,7,1993-08-13
"203",51,17,"NSA",1987-03-08,"CN",1994,7,1994-07-29
"204",51,19,"BrM",1987-03-08,"CN",1995,7,1995-09-14
"205",51,21,"BrM",1987-03-08,"CN",1996,7,1996-08-11
"206",51,22,"BrM",1987-03-08,"CN",1997,7,1997-08-28
"207",51,23,"BrM",1987-03-08,"CN",1998,7,1998-03-28
"208",51,25,"BrM",1987-03-08,"CN",1998,7,1998-09-27
"209",51,26,"BrM",1987-03-08,"CN",1999,7,1999-01-29
"210",51,27,"BrM",1987-03-08,"CN",1999,7,1999-05-04
"211",51,28,"BrM",1987-03-08,"CN",1999,7,1999-09-26
"212",51,30,"BrM",1987-03-08,"CN",2003,7,2003-09-02
"213",51,39,"BrM",1987-03-08,"CN",2000,7,2000-08-13
"214",51,40,"BrM",1987-03-08,"CN",2001,7,2001-07-26
"215",51,41,"BrM",1987-03-08,"CN",2002,7,2002-10-02
"216",52,7,"FL",1987-03-09,"CN",1987,7,1988-01-28
"217",53,7,"FL",1987-03-16,"CN",1987,7,1988-01-28
"218",54,7,"FL",1987-03-18,"CN",1987,7,1988-01-28
"219",54,8,"BrM",1987-03-18,"CN",1988,7,1989-03-24
"220",54,10,"BrM",1987-03-18,"CN",1989,7,1989-11-26
"221",54,12,"BrM",1987-03-18,"CN",1990,7,1990-09-12
"222",54,14,"BrM",1987-03-18,"CN",1991,7,1991-12-31
"223",54,16,"BrM",1987-03-18,"CN",1993,7,1993-08-13
"224",55,7,"FL",1987-03-18,"CN",1987,7,1988-01-28
"225",56,7,"FL",1987-03-26,"CN",1987,7,1988-01-28
"226",57,7,"CH",1987-03-29,"CN",1987,7,1988-01-28
"227",58,7,"FL",1987-03-30,"CN",1987,7,1988-01-28
"228",59,7,"FL",1987-04-02,"CN",1987,7,1988-01-28
"229",60,7,"FL",1987-04-15,"CN",1987,7,1988-01-28
"230",61,7,"FL",1987-04-23,"CN",1987,7,1988-01-28
"231",61,8,"ABX",1987-04-23,"CN",1988,7,1989-03-24
"232",62,7,"FL",1987-04-25,"CN",1987,7,1988-01-28
"233",63,7,"FL",1987-05-02,"CN",1987,7,1988-01-28
"234",64,7,"FL",1987-08-16,"CN",1987,7,1988-01-28
"235",64,8,"BrF",1987-08-16,"CN",1988,7,1989-03-24
"236",64,10,"BrF",1987-08-16,"CN",1989,7,1989-11-26
"237",64,12,"BrF",1987-08-16,"CN",1990,7,1990-09-12
"238",64,14,"BrF",1987-08-16,"CN",1991,7,1991-12-31
"239",64,16,"BrF",1987-08-16,"CN",1993,7,1993-08-13
"240",64,17,"BrF",1987-08-16,"CN",1994,7,1994-07-29
"241",64,19,"BrF",1987-08-16,"CN",1995,7,1995-09-14
"242",64,21,"BrF",1987-08-16,"CN",1996,7,1996-08-11
"243",64,22,"BrF",1987-08-16,"CN",1997,7,1997-08-28
"244",64,23,"BrF",1987-08-16,"CN",1998,7,1998-03-28
"245",65,7,"FL",1987-08-16,"CN",1987,7,1988-01-28
"246",65,8,"BrM",1987-08-16,"CN",1988,7,1989-03-24
"247",65,10,"BrM",1987-08-16,"CN",1989,7,1989-11-26
"248",65,12,"BrM",1987-08-16,"CN",1990,7,1990-09-12
"249",65,14,"BrM",1987-08-16,"CN",1991,7,1991-12-31
"250",65,16,"BrM",1987-08-16,"CN",1993,7,1993-08-13
"251",65,17,"BrM",1987-08-16,"CN",1994,7,1994-07-29
"252",65,19,"BrM",1987-08-16,"CN",1995,7,1995-09-14
"253",65,21,"BrM",1987-08-16,"CN",1996,7,1996-08-11
"254",65,22,"BrM",1987-08-16,"CN",1997,7,1997-08-28
"255",65,23,"BrM",1987-08-16,"CN",1998,7,1998-03-28
"256",66,7,"FL",1987-08-27,"CN",1987,7,1988-01-28
"257",67,7,"FL",1987-08-27,"CN",1987,7,1988-01-28
"258",67,8,"ABX",1987-08-27,"CN",1988,7,1989-03-24
"259",67,10,"BrM",1987-08-27,"CN",1989,7,1989-11-26
"260",67,12,"BrM",1987-08-27,"CN",1990,7,1990-09-12
"261",68,7,"FL",1987-08-28,"CN",1987,7,1988-01-28
"262",68,8,"ABX",1987-08-28,"CN",1988,7,1989-03-24
"263",69,7,"FL",1987-08-30,"CN",1987,7,1988-01-28
"264",69,8,"BrM",1987-08-30,"CN",1988,7,1989-03-24
"265",69,10,"BrM",1987-08-30,"CN",1989,7,1989-11-26
"266",69,12,"BrM",1987-08-30,"CN",1990,7,1990-09-12
"267",70,7,"FL",1987-09-01,"CN",1987,7,1988-01-28
"268",71,7,"FL",1987-09-01,"CN",1987,7,1988-01-28
"269",71,8,"NSA",1987-09-01,"CN",1988,7,1989-03-24
"270",71,10,"BrF",1987-09-01,"CN",1989,7,1989-11-26
"271",71,12,"BrF",1987-09-01,"CN",1990,7,1990-09-12
"272",71,14,"BrF",1987-09-01,"CN",1991,7,1991-12-31
"273",72,7,"FL",1987-09-08,"CN",1987,7,1988-01-28
"274",73,7,"FL",1987-09-11,"CN",1987,7,1988-01-28
"275",73,8,"BrM",1987-09-11,"CN",1988,7,1989-03-24
"276",73,10,"BrM",1987-09-11,"CN",1989,7,1989-11-26
"277",73,12,"BrM",1987-09-11,"CN",1990,7,1990-09-12
"278",73,14,"BrM",1987-09-11,"CN",1991,7,1991-12-31
"279",74,7,"FL",1987-09-13,"CN",1987,7,1988-01-28
"280",74,8,"ABX",1987-09-13,"CN",1988,7,1989-03-24
"281",75,7,"FL",1987-09-14,"CN",1987,7,1988-01-28
"282",75,8,"BrM",1987-09-14,"CN",1988,7,1989-03-24
"283",75,10,"BrM",1987-09-14,"CN",1989,7,1989-11-26
"284",75,12,"BrM",1987-09-14,"CN",1990,7,1990-09-12
"285",75,14,"BrM",1987-09-14,"CN",1991,7,1991-12-31
"286",75,16,"BrM",1987-09-14,"CN",1993,7,1993-08-13
"287",75,17,"BrM",1987-09-14,"CN",1994,7,1994-07-29
"288",75,19,"BrM",1987-09-14,"CN",1995,7,1995-09-14
"289",75,21,"BrM",1987-09-14,"CN",1996,7,1996-08-11
"290",76,7,"FL",1987-09-16,"CN",1987,7,1988-01-28
"291",77,7,"FL",1987-09-16,"CN",1987,7,1988-01-28
"292",77,8,"ABX",1987-09-16,"CN",1988,7,1989-03-24
"293",77,10,"BrM",1987-09-16,"CN",1989,7,1989-11-26
"294",77,12,"BrM",1987-09-16,"CN",1990,7,1990-09-12
"295",77,14,"BrM",1987-09-16,"CN",1991,7,1991-12-31
"296",78,7,"FL",1987-09-20,"CN",1987,7,1988-01-28
"297",78,8,"AB",1987-09-20,"CN",1988,7,1989-03-24
"298",78,10,"BrF",1987-09-20,"CN",1989,7,1989-11-26
"299",78,12,"BrF",1987-09-20,"CN",1990,7,1990-09-12
"300",78,14,"BrF",1987-09-20,"CN",1991,7,1991-12-31
"301",78,16,"BrF",1987-09-20,"CN",1993,7,1993-08-13
"302",78,17,"BrF",1987-09-20,"CN",1994,7,1994-07-29
"303",78,19,"BrF",1987-09-20,"CN",1995,7,1995-09-14
"304",78,21,"BrF",1987-09-20,"CN",1996,7,1996-08-11
"305",78,22,"BrF",1987-09-20,"CN",1997,7,1997-08-28
"306",78,23,"BrF",1987-09-20,"CN",1998,7,1998-03-28
"307",78,25,"BrF",1987-09-20,"CN",1998,7,1998-09-27
"308",78,26,"BrF",1987-09-20,"CN",1999,7,1999-01-29
"309",78,27,"BrF",1987-09-20,"CN",1999,7,1999-05-04
"310",78,28,"BrF",1987-09-20,"CN",1999,7,1999-09-26
"311",78,39,"NS",1987-09-20,"CN",2000,7,2000-08-13
"312",79,7,"FL",1987-09-24,"CN",1987,7,1988-01-28
"313",79,8,"BrF",1987-09-24,"CN",1988,7,1989-03-24
"314",79,10,"BrF",1987-09-24,"CN",1989,7,1989-11-26
"315",79,12,"BrF",1987-09-24,"CN",1990,7,1990-09-12
"316",79,14,"BrF",1987-09-24,"CN",1991,7,1991-12-31
"317",80,7,"FL",1987-10-09,"CN",1987,7,1988-01-28
"318",81,7,"FL",1987-10-15,"CN",1987,7,1988-01-28
"319",82,7,"FL",1987-10-17,"CN",1987,7,1988-01-28
"320",82,8,"BrF",1987-10-17,"CN",1988,7,1989-03-24
"321",82,10,"BrF",1987-10-17,"CN",1989,7,1989-11-26
"322",82,12,"BrF",1987-10-17,"CN",1990,7,1990-09-12
"323",82,14,"BrF",1987-10-17,"CN",1991,7,1991-12-31
"324",83,7,"FL",1987-10-20,"CN",1987,7,1988-01-28
"325",84,7,"FL",1987-10-21,"CN",1987,7,1988-01-28
"326",85,7,"FL",1987-10-26,"CN",1987,7,1988-01-28
"327",86,7,"FL",1987-11-12,"CN",1987,7,1988-01-28
"328",87,7,"FL",1987-11-22,"CN",1987,7,1988-01-28
"329",88,7,"FL",1987-11-24,"CN",1987,7,1988-01-28
"330",89,7,"CH",1987-11-24,"CN",1987,7,1988-01-28
"331",90,7,"FL",1987-11-26,"CN",1987,7,1988-01-28
"332",91,6,"ABX",1985-12-05,"CN",1986,5,1986-12-05
"333",92,5,"U",1984-11-12,"CN",1985,4,1985-11-27
"334",92,6,"ABX",1984-11-12,"CN",1986,4,1986-12-05
"335",93,5,"U",1984-07-22,"CN",1985,4,1985-11-27
"336",93,6,"ABX",1984-07-22,"CN",1986,4,1986-12-05
"337",93,7,"ABX",1984-07-22,"CN",1987,4,1988-01-28
"338",94,5,"U",1984-07-22,"CN",1985,4,1985-11-27
"339",94,6,"ABX",1984-07-22,"CN",1986,4,1986-12-05
"340",94,7,"ABX",1984-07-22,"CN",1987,4,1988-01-28
"341",94,8,"ABX",1984-07-22,"CN",1988,4,1989-03-24
"342",95,6,"ABX",1985-05-28,"CN",1986,5,1986-12-05
"343",96,6,"ABX",1986-02-28,"CN",1986,137,1986-12-05
"344",97,6,"ABX",1986-03-05,"CN",1986,137,1986-12-05
"345",97,7,"BrM",1986-03-05,"CN",1987,137,1988-01-28
"346",97,8,"BrM",1986-03-05,"CN",1988,137,1989-03-24
"347",98,6,"FL",1986-05-31,"CN",1986,6,1986-12-05
"348",98,7,"BrM",1986-05-31,"CN",1987,6,1988-01-28
"349",98,8,"BrM",1986-05-31,"CN",1988,6,1989-03-24
"350",98,10,"BrM",1986-05-31,"CN",1989,6,1989-11-26
"351",98,12,"BrM",1986-05-31,"CN",1990,6,1990-09-12
"352",99,6,"FL",1986-03-13,"CN",1986,137,1986-12-05
"353",99,7,"BrF",1986-03-13,"CN",1987,137,1988-01-28
"354",99,8,"BrF",1986-03-13,"CN",1988,137,1989-03-24
"355",100,6,"FL",1986-07-29,"CN",1986,6,1986-12-05
"356",101,6,"FL",1986-07-29,"CN",1986,6,1986-12-05
"357",102,6,"CH",1986-08-05,"CN",1986,6,1986-12-05
"358",103,6,"FL",1986-08-05,"CN",1986,6,1986-12-05
"359",104,6,"FL",1986-08-10,"CN",1986,6,1986-12-05
"360",105,6,"FL",1986-08-13,"CN",1986,6,1986-12-05
"361",106,6,"FL",1986-09-16,"CN",1986,6,1986-12-05
"362",107,6,"FL",1986-09-17,"CN",1986,6,1986-12-05
"363",108,6,"CH",1986-09-06,"CN",1986,6,1986-12-05
"364",109,6,"ABX",1985-09-04,"CN",1986,5,1986-12-05
"365",110,6,"FL",1986-08-28,"CN",1986,6,1986-12-05
"366",111,6,"FL",1986-08-29,"CN",1986,6,1986-12-05
"367",112,6,"FL",1986-08-31,"CN",1986,6,1986-12-05
"368",160,8,"SEEN1",1988-12-16,"CN",1988,8,1989-03-24
"369",160,10,"FL",1988-12-16,"CN",1989,8,1989-11-26
"370",161,8,"CH",1989-02-17,"CN",1988,8,1989-03-24
"371",161,10,"FL",1989-02-17,"CN",1989,8,1989-11-26
"372",162,8,"CH",1989-03-11,"CN",1988,8,1989-03-24
"373",162,10,"FL",1989-03-11,"CN",1989,8,1989-11-26
"374",163,8,"SEEN1",1988-03-24,"CN",1988,7,1989-03-24
"375",163,10,"BrF",1988-03-24,"CN",1989,7,1989-11-26
"376",163,12,"BrF",1988-03-24,"CN",1990,7,1990-09-12
"377",163,14,"BrF",1988-03-24,"CN",1991,7,1991-12-31
"378",163,16,"BrF",1988-03-24,"CN",1993,7,1993-08-13
"379",163,17,"BrF",1988-03-24,"CN",1994,7,1994-07-29
"380",163,19,"H",1988-03-24,"CN",1995,7,1995-09-14
"381",163,21,"H",1988-03-24,"CN",1996,7,1996-08-11
"382",163,22,"ABX",1988-03-24,"CN",1997,7,1997-08-28
"383",163,23,"ABX",1988-03-24,"CN",1998,7,1998-03-28
"384",163,25,"BrF",1988-03-24,"CN",1998,7,1998-09-27
"385",163,26,"NS",1988-03-24,"CN",1999,7,1999-01-29
"386",164,10,"FL",1989-09-02,"CN",1989,10,1989-11-26
"387",165,10,"FL",1989-11-14,"CN",1989,10,1989-11-26
"388",165,12,"ABX",1989-11-14,"CN",1990,10,1990-09-12
"389",166,12,"FL",1989-12-19,"CN",1990,10,1990-09-12
"390",167,10,"ABX",1989-01-16,"CN",1989,8,1989-11-26
"391",167,12,"BrU",1989-01-16,"CN",1990,8,1990-09-12
"392",168,10,"FL",1989-07-15,"CN",1989,10,1989-11-26
"393",168,12,"AB",1989-07-15,"CN",1990,10,1990-09-12
"394",168,14,"BrF",1989-07-15,"CN",1991,10,1991-12-31
"395",168,16,"BrF",1989-07-15,"CN",1993,10,1993-08-13
"396",168,17,"BrF",1989-07-15,"CN",1994,10,1994-07-29
"397",168,19,"BrF",1989-07-15,"CN",1995,10,1995-09-14
"398",168,21,"BrF",1989-07-15,"CN",1996,10,1996-08-11
"399",168,22,"BrF",1989-07-15,"CN",1997,10,1997-08-28
