"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd.x","birthyear","age","survival","PeriodEndYear","SexEstimate","PeriodStart","PeriodEnd.y","seasonlength","season","no_st","nrns"
"38",25,8,"NSA",1983-09-28,"CN",1988,3,1989-03-23,1983,5,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"39",25,10,"NSA",1983-09-28,"CN",1989,3,1989-11-25,1983,6,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"40",25,12,"NSA",1983-09-28,"CN",1990,3,1990-09-11,1983,7,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"41",25,14,"BrM",1983-09-28,"CN",1991,3,1991-12-30,1983,8,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"42",25,16,"BrM",1983-09-28,"CN",1993,3,1993-08-12,1983,10,1,1993,1,1993-08-07,1993-08-13,6,"main",1,1
"43",25,17,"BrM",1983-09-28,"CN",1994,3,1994-07-28,1983,11,1,1994,1,1994-07-07,1994-07-29,22,"main",1,1
"44",25,19,"BrM",1983-09-28,"CN",1995,3,1995-09-13,1983,12,1,1995,1,1995-05-22,1995-09-14,115,"main",1,1
"45",25,21,"BrM",1983-09-28,"CN",1996,3,1996-08-10,1983,13,1,1996,1,1996-06-24,1996-08-11,48,"main",1,1
"46",25,NA,"NS",NA,NA,1997,NA,NA,1983,14,0,1997,1,NA,NA,NA,NA,1,1
"47",26,3,"U",1982-10-22,"CN",1983,2,1983-11-27,1982,1,1,1983,NA,1983-05-26,1983-11-28,186,"main",1,1
"48",26,NA,"NS",NA,NA,1984,NA,NA,1982,2,0,1984,NA,NA,NA,NA,NA,1,1
"49",27,3,"BrF",1982-10-24,"CN",1983,2,1983-11-27,1982,1,1,1983,0,1983-05-26,1983-11-28,186,"main",1,1
"50",27,4,"BrF",1982-10-24,"CN",1984,2,1984-09-25,1982,2,1,1984,0,1984-01-13,1984-09-26,257,"main",1,1
"51",27,5,"BrF",1982-10-24,"CN",1985,2,1985-11-26,1982,3,1,1985,0,1985-03-16,1985-11-27,256,"main",1,1
"52",27,NA,"NS",NA,NA,1986,NA,NA,1982,4,0,1986,0,NA,NA,NA,NA,1,1
"53",28,3,"FL",1983-09-16,"CN",1983,3,1983-11-27,1983,0,1,1983,1,1983-05-26,1983-11-28,186,"main",1,1
"54",28,4,"ABX",1983-09-16,"CN",1984,3,1984-09-25,1983,1,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"55",28,5,"BrM",1983-09-16,"CN",1985,3,1985-11-26,1983,2,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"56",28,6,"BrM",1983-09-16,"CN",1986,3,1986-12-04,1983,3,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"57",28,7,"BrM",1983-09-16,"CN",1987,3,1988-01-27,1983,4,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"58",28,8,"BrM",1983-09-16,"CN",1988,3,1989-03-23,1983,5,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"59",28,10,"BrM",1983-09-16,"CN",1989,3,1989-11-25,1983,6,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"60",28,12,"BrM",1983-09-16,"CN",1990,3,1990-09-11,1983,7,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"61",28,14,"BrM",1983-09-16,"CN",1991,3,1991-12-30,1983,8,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"62",28,NA,"NS",NA,NA,1992,NA,NA,1983,9,0,1992,1,NA,NA,NA,NA,1,1
"63",29,3,"FL",1983-09-23,"CN",1983,3,1983-11-27,1983,0,1,1983,1,1983-05-26,1983-11-28,186,"main",1,1
"64",29,4,"ABX",1983-09-23,"CN",1984,3,1984-09-25,1983,1,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"65",29,5,"BrM",1983-09-23,"CN",1985,3,1985-11-26,1983,2,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"66",29,6,"BrM",1983-09-23,"CN",1986,3,1986-12-04,1983,3,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"67",29,7,"BrM",1983-09-23,"CN",1987,3,1988-01-27,1983,4,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"68",29,8,"BrM",1983-09-23,"CN",1988,3,1989-03-23,1983,5,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"69",29,10,"BrM",1983-09-23,"CN",1989,3,1989-11-25,1983,6,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"70",29,12,"BrM",1983-09-23,"CN",1990,3,1990-09-11,1983,7,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"71",29,14,"BrM",1983-09-23,"CN",1991,3,1991-12-30,1983,8,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"72",29,16,"BrM",1983-09-23,"CN",1993,3,1993-08-12,1983,10,1,1993,1,1993-08-07,1993-08-13,6,"main",1,1
"73",29,17,"BrM",1983-09-23,"CN",1994,3,1994-07-28,1983,11,1,1994,1,1994-07-07,1994-07-29,22,"main",1,1
"74",29,19,"BrM",1983-09-23,"CN",1995,3,1995-09-13,1983,12,1,1995,1,1995-05-22,1995-09-14,115,"main",1,1
"75",29,21,"BrM",1983-09-23,"CN",1996,3,1996-08-10,1983,13,1,1996,1,1996-06-24,1996-08-11,48,"main",1,1
"76",29,22,"SEEN1",1983-09-23,"CN",1997,3,1997-08-27,1983,14,1,1997,1,1997-07-01,1997-08-28,58,"main",1,1
"77",29,NA,"NS",NA,NA,1998,NA,NA,1983,15,0,1998,1,NA,NA,NA,NA,1,1
"78",30,3,"BrM",1983-02-19,"CN",1983,2,1983-11-27,1983,0,1,1983,1,1983-05-26,1983-11-28,186,"main",1,1
"79",30,4,"BrM",1983-02-19,"CN",1984,2,1984-09-25,1983,1,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"80",30,5,"BrM",1983-02-19,"CN",1985,2,1985-11-26,1983,2,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"81",30,6,"BrM",1983-02-19,"CN",1986,2,1986-12-04,1983,3,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"82",30,NA,"NS",NA,NA,1987,NA,NA,1983,4,0,1987,1,NA,NA,NA,NA,1,1
"83",31,3,"U",1983-05-21,"CN",1983,3,1983-11-27,1983,0,1,1983,0,1983-05-26,1983-11-28,186,"main",1,1
"84",31,4,"BrF",1983-05-21,"CN",1984,3,1984-09-25,1983,1,1,1984,0,1984-01-13,1984-09-26,257,"main",1,1
"85",31,5,"BrF",1983-05-21,"CN",1985,3,1985-11-26,1983,2,1,1985,0,1985-03-16,1985-11-27,256,"main",1,1
"86",31,6,"BrF",1983-05-21,"CN",1986,3,1986-12-04,1983,3,1,1986,0,1986-05-19,1986-12-05,200,"main",1,1
"87",31,7,"BrF",1983-05-21,"CN",1987,3,1988-01-27,1983,4,1,1988,0,1987-01-29,1988-01-28,364,"main",1,1
"88",31,8,"BrF",1983-05-21,"CN",1988,3,1989-03-23,1983,5,1,1989,0,1988-07-16,1989-03-24,251,"main",1,1
"89",31,10,"BrF",1983-05-21,"CN",1989,3,1989-11-25,1983,6,1,1989,0,1989-07-02,1989-11-26,147,"main",1,1
"90",31,12,"BrF",1983-05-21,"CN",1990,3,1990-09-11,1983,7,1,1990,0,1990-01-22,1990-09-12,233,"main",1,1
"91",31,14,"NSA",1983-05-21,"CN",1991,3,1991-12-30,1983,8,1,1991,0,1991-01-01,1991-12-31,364,"main",1,1
"92",31,16,"NSA",1983-05-21,"CN",1993,3,1993-08-12,1983,10,1,1993,0,1993-08-07,1993-08-13,6,"main",1,1
"93",31,17,"BrF",1983-05-21,"CN",1994,3,1994-07-28,1983,11,1,1994,0,1994-07-07,1994-07-29,22,"main",1,1
"94",31,19,"SEEN1",1983-05-21,"CN",1995,3,1995-09-13,1983,12,1,1995,0,1995-05-22,1995-09-14,115,"main",1,1
"95",31,NA,"NS",NA,NA,1996,NA,NA,1983,13,0,1996,0,NA,NA,NA,NA,1,1
"96",32,3,"BrF",1983-02-23,"CN",1983,2,1983-11-27,1983,0,1,1983,0,1983-05-26,1983-11-28,186,"main",1,1
"97",32,NA,"NS",NA,NA,1984,NA,NA,1983,1,0,1984,0,NA,NA,NA,NA,1,1
"98",33,3,"U",1982-08-27,"CN",1983,2,1983-11-27,1982,1,1,1983,1,1983-05-26,1983-11-28,186,"main",1,1
"99",33,4,"ABX",1982-08-27,"CN",1984,2,1984-09-25,1982,2,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"100",33,5,"NSA",1982-08-27,"CN",1985,2,1985-11-26,1982,3,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"101",33,6,"BrM",1982-08-27,"CN",1986,2,1986-12-04,1982,4,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"102",33,7,"BrM",1982-08-27,"CN",1987,2,1988-01-27,1982,5,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"103",33,8,"BrM",1982-08-27,"CN",1988,2,1989-03-23,1982,6,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"104",33,10,"BrM",1982-08-27,"CN",1989,2,1989-11-25,1982,7,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"105",33,12,"BrM",1982-08-27,"CN",1990,2,1990-09-11,1982,8,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"106",33,14,"BrM",1982-08-27,"CN",1991,2,1991-12-30,1982,9,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"107",33,NA,"NS",NA,NA,1992,NA,NA,1982,10,0,1992,1,NA,NA,NA,NA,1,1
"108",34,4,"ABX",1984-01-07,"CN",1984,4,1984-09-25,1984,0,1,1984,0,1984-01-13,1984-09-26,257,"main",1,1
"109",34,5,"BrF",1984-01-07,"CN",1985,4,1985-11-26,1984,1,1,1985,0,1985-03-16,1985-11-27,256,"main",1,1
"110",34,6,"BrF",1984-01-07,"CN",1986,4,1986-12-04,1984,2,1,1986,0,1986-05-19,1986-12-05,200,"main",1,1
"111",34,7,"BrF",1984-01-07,"CN",1987,4,1988-01-27,1984,3,1,1988,0,1987-01-29,1988-01-28,364,"main",1,1
"112",34,8,"BrF",1984-01-07,"CN",1988,4,1989-03-23,1984,4,1,1989,0,1988-07-16,1989-03-24,251,"main",1,1
"113",34,10,"BrF",1984-01-07,"CN",1989,4,1989-11-25,1984,5,1,1989,0,1989-07-02,1989-11-26,147,"main",1,1
"114",34,12,"BrF",1984-01-07,"CN",1990,4,1990-09-11,1984,6,1,1990,0,1990-01-22,1990-09-12,233,"main",1,1
"115",34,14,"BrF",1984-01-07,"CN",1991,4,1991-12-30,1984,7,1,1991,0,1991-01-01,1991-12-31,364,"main",1,1
"116",34,NA,"NS",NA,NA,1992,NA,NA,1984,8,0,1992,0,NA,NA,NA,NA,1,1
"117",35,4,"FL",1984-05-14,"CN",1984,4,1984-09-25,1984,0,1,1984,NA,1984-01-13,1984-09-26,257,"main",1,1
"118",35,5,"NSA",1984-05-14,"CN",1985,4,1985-11-26,1984,1,1,1985,NA,1985-03-16,1985-11-27,256,"main",1,1
"119",35,6,"SEEN1",1984-05-14,"CN",1986,4,1986-12-04,1984,2,1,1986,NA,1986-05-19,1986-12-05,200,"main",1,1
"120",35,NA,"NS",NA,NA,1987,NA,NA,1984,3,0,1987,NA,NA,NA,NA,NA,1,1
"121",36,4,"U",1983-08-23,"CN",1984,3,1984-09-25,1983,1,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"122",36,5,"BrM",1983-08-23,"CN",1985,3,1985-11-26,1983,2,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"123",36,6,"BrM",1983-08-23,"CN",1986,3,1986-12-04,1983,3,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"124",36,7,"BrM",1983-08-23,"CN",1987,3,1988-01-27,1983,4,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"125",36,8,"BrM",1983-08-23,"CN",1988,3,1989-03-23,1983,5,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"126",36,10,"BrM",1983-08-23,"CN",1989,3,1989-11-25,1983,6,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"127",36,12,"BrM",1983-08-23,"CN",1990,3,1990-09-11,1983,7,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"128",36,NA,"NS",NA,NA,1991,NA,NA,1983,8,0,1991,1,NA,NA,NA,NA,1,1
"129",37,4,"U",1983-08-23,"CN",1984,3,1984-09-25,1983,1,1,1984,0,1984-01-13,1984-09-26,257,"main",1,1
"130",37,5,"BrF",1983-08-23,"CN",1985,3,1985-11-26,1983,2,1,1985,0,1985-03-16,1985-11-27,256,"main",1,1
"131",37,6,"BrF",1983-08-23,"CN",1986,3,1986-12-04,1983,3,1,1986,0,1986-05-19,1986-12-05,200,"main",1,1
"132",37,7,"BrF",1983-08-23,"CN",1987,3,1988-01-27,1983,4,1,1988,0,1987-01-29,1988-01-28,364,"main",1,1
"133",37,8,"BrF",1983-08-23,"CN",1988,3,1989-03-23,1983,5,1,1989,0,1988-07-16,1989-03-24,251,"main",1,1
"134",37,10,"BrF",1983-08-23,"CN",1989,3,1989-11-25,1983,6,1,1989,0,1989-07-02,1989-11-26,147,"main",1,1
"135",37,12,"BrF",1983-08-23,"CN",1990,3,1990-09-11,1983,7,1,1990,0,1990-01-22,1990-09-12,233,"main",1,1
"136",37,14,"ABX",1983-08-23,"CN",1991,3,1991-12-30,1983,8,1,1991,0,1991-01-01,1991-12-31,364,"main",1,1
"137",37,NA,"NS",NA,NA,1992,NA,NA,1983,9,0,1992,0,NA,NA,NA,NA,1,1
"138",38,4,"U",1984-06-12,"CN",1984,4,1984-09-25,1984,0,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"139",38,5,"BrM",1984-06-12,"CN",1985,4,1985-11-26,1984,1,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"140",38,6,"BrM",1984-06-12,"CN",1986,4,1986-12-04,1984,2,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"141",38,7,"BrM",1984-06-12,"CN",1987,4,1988-01-27,1984,3,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"142",38,8,"BrM",1984-06-12,"CN",1988,4,1989-03-23,1984,4,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"143",38,10,"BrM",1984-06-12,"CN",1989,4,1989-11-25,1984,5,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"144",38,NA,"NS",NA,NA,1990,NA,NA,1984,6,0,1990,1,NA,NA,NA,NA,1,1
"145",39,4,"U",1984-07-22,"CN",1984,4,1984-09-25,1984,0,1,1984,1,1984-01-13,1984-09-26,257,"main",1,1
"146",39,5,"BrM",1984-07-22,"CN",1985,4,1985-11-26,1984,1,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"147",39,6,"BrM",1984-07-22,"CN",1986,4,1986-12-04,1984,2,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"148",39,7,"BrM",1984-07-22,"CN",1987,4,1988-01-27,1984,3,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"149",39,8,"BrM",1984-07-22,"CN",1988,4,1989-03-23,1984,4,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"150",39,10,"BrM",1984-07-22,"CN",1989,4,1989-11-25,1984,5,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"151",39,NA,"NS",NA,NA,1990,NA,NA,1984,6,0,1990,1,NA,NA,NA,NA,1,1
"152",40,4,"BrF",1984-02-03,"CN",1984,4,1984-09-25,1984,0,1,1984,0,1984-01-13,1984-09-26,257,"main",1,1
"153",40,5,"BrF",1984-02-03,"CN",1985,4,1985-11-26,1984,1,1,1985,0,1985-03-16,1985-11-27,256,"main",1,1
"154",40,6,"BrF",1984-02-03,"CN",1986,4,1986-12-04,1984,2,1,1986,0,1986-05-19,1986-12-05,200,"main",1,1
"155",40,7,"BrF",1984-02-03,"CN",1987,4,1988-01-27,1984,3,1,1988,0,1987-01-29,1988-01-28,364,"main",1,1
"156",40,8,"BrF",1984-02-03,"CN",1988,4,1989-03-23,1984,4,1,1989,0,1988-07-16,1989-03-24,251,"main",1,1
"157",40,10,"BrF",1984-02-03,"CN",1989,4,1989-11-25,1984,5,1,1989,0,1989-07-02,1989-11-26,147,"main",1,1
"158",40,12,"BrF",1984-02-03,"CN",1990,4,1990-09-11,1984,6,1,1990,0,1990-01-22,1990-09-12,233,"main",1,1
"159",40,14,"BrF",1984-02-03,"CN",1991,4,1991-12-30,1984,7,1,1991,0,1991-01-01,1991-12-31,364,"main",1,1
"160",40,16,"BrF",1984-02-03,"CN",1993,4,1993-08-12,1984,9,1,1993,0,1993-08-07,1993-08-13,6,"main",1,1
"161",40,17,"BrF",1984-02-03,"CN",1994,4,1994-07-28,1984,10,1,1994,0,1994-07-07,1994-07-29,22,"main",1,1
"162",40,19,"BrF",1984-02-03,"CN",1995,4,1995-09-13,1984,11,1,1995,0,1995-05-22,1995-09-14,115,"main",1,1
"163",40,21,"BrF",1984-02-03,"CN",1996,4,1996-08-10,1984,12,1,1996,0,1996-06-24,1996-08-11,48,"main",1,1
"164",40,NA,"NS",NA,NA,1997,NA,NA,1984,13,0,1997,0,NA,NA,NA,NA,1,1
"165",41,5,"FL",1985-01-15,"CN",1985,5,1985-11-26,1985,0,1,1985,NA,1985-03-16,1985-11-27,256,"main",1,1
"166",41,NA,"NS",NA,NA,1986,NA,NA,1985,1,0,1986,NA,NA,NA,NA,NA,1,1
"167",42,5,"FL",1984-12-24,"CN",1985,4,1985-11-26,1984,1,1,1985,1,1985-03-16,1985-11-27,256,"main",1,1
"168",42,6,"AB",1984-12-24,"CN",1986,4,1986-12-04,1984,2,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"169",42,7,"BrM",1984-12-24,"CN",1987,4,1988-01-27,1984,3,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"170",42,8,"BrM",1984-12-24,"CN",1988,4,1989-03-23,1984,4,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"171",42,10,"BrM",1984-12-24,"CN",1989,4,1989-11-25,1984,5,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"172",42,12,"BrM",1984-12-24,"CN",1990,4,1990-09-11,1984,6,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"173",42,14,"BrM",1984-12-24,"CN",1991,4,1991-12-30,1984,7,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"174",42,16,"BrM",1984-12-24,"CN",1993,4,1993-08-12,1984,9,1,1993,1,1993-08-07,1993-08-13,6,"main",1,1
"175",42,17,"BrM",1984-12-24,"CN",1994,4,1994-07-28,1984,10,1,1994,1,1994-07-07,1994-07-29,22,"main",1,1
"176",42,19,"BrM",1984-12-24,"CN",1995,4,1995-09-13,1984,11,1,1995,1,1995-05-22,1995-09-14,115,"main",1,1
"177",42,21,"BrM",1984-12-24,"CN",1996,4,1996-08-10,1984,12,1,1996,1,1996-06-24,1996-08-11,48,"main",1,1
"178",42,22,"SEEN1",1984-12-24,"CN",1997,4,1997-08-27,1984,13,1,1997,1,1997-07-01,1997-08-28,58,"main",1,1
"179",42,NA,"NS",NA,NA,1998,NA,NA,1984,14,0,1998,1,NA,NA,NA,NA,1,1
"180",43,6,"CH",1986-09-25,"CN",1986,6,1986-12-04,1986,0,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"181",43,7,"ABX",1986-09-25,"CN",1987,6,1988-01-27,1986,1,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"182",43,NA,"NS",NA,NA,1988,NA,NA,1986,2,0,1989,1,NA,NA,NA,NA,1,1
"183",44,6,"FL",1986-08-04,"CN",1986,6,1986-12-04,1986,0,1,1986,1,1986-05-19,1986-12-05,200,"main",1,1
"184",44,7,"BrM",1986-08-04,"CN",1987,6,1988-01-27,1986,1,1,1988,1,1987-01-29,1988-01-28,364,"main",1,1
"185",44,8,"BrM",1986-08-04,"CN",1988,6,1989-03-23,1986,2,1,1989,1,1988-07-16,1989-03-24,251,"main",1,1
"186",44,10,"BrM",1986-08-04,"CN",1989,6,1989-11-25,1986,3,1,1989,1,1989-07-02,1989-11-26,147,"main",1,1
"187",44,12,"BrM",1986-08-04,"CN",1990,6,1990-09-11,1986,4,1,1990,1,1990-01-22,1990-09-12,233,"main",1,1
"188",44,14,"BrM",1986-08-04,"CN",1991,6,1991-12-30,1986,5,1,1991,1,1991-01-01,1991-12-31,364,"main",1,1
"189",44,16,"BrM",1986-08-04,"CN",1993,6,1993-08-12,1986,7,1,1993,1,1993-08-07,1993-08-13,6,"main",1,1
"190",44,17,"BrM",1986-08-04,"CN",1994,6,1994-07-28,1986,8,1,1994,1,1994-07-07,1994-07-29,22,"main",1,1
"191",44,19,"BrM",1986-08-04,"CN",1995,6,1995-09-13,1986,9,1,1995,1,1995-05-22,1995-09-14,115,"main",1,1
"192",44,21,"BrM",1986-08-04,"CN",1996,6,1996-08-10,1986,10,1,1996,1,1996-06-24,1996-08-11,48,"main",1,1
"193",44,22,"BrM",1986-08-04,"CN",1997,6,1997-08-27,1986,11,1,1997,1,1997-07-01,1997-08-28,58,"main",1,1
"194",44,25,"BrM",1986-08-04,"CN",1998,6,1998-09-26,1986,12,1,1998,1,1998-06-20,1998-09-27,99,"main",2,1
"195",44,26,"NS",1986-08-04,"CN",1999,6,1999-01-28,1986,13,0,1999,1,1999-01-12,1999-01-29,17,"winter",1,1
"196",45,7,"FL",1987-01-19,"CN",1987,7,1988-01-27,1987,0,1,1988,NA,1987-01-29,1988-01-28,364,"main",1,1
"197",45,NA,"NS",NA,NA,1988,NA,NA,1987,1,0,1989,NA,NA,NA,NA,NA,1,1
"198",46,7,"FL",1987-01-23,"CN",1987,7,1988-01-27,1987,0,1,1988,NA,1987-01-29,1988-01-28,364,"main",1,1
"199",46,NA,"NS",NA,NA,1988,NA,NA,1987,1,0,1989,NA,NA,NA,NA,NA,1,1
"200",47,7,"FL",1987-01-23,"CN",1987,7,1988-01-27,1987,0,1,1988,NA,1987-01-29,1988-01-28,364,"main",1,1
"201",47,NA,"NS",NA,NA,1988,NA,NA,1987,1,0,1989,NA,NA,NA,NA,NA,1,1
