"","BirdID","CatchID","HaematocritID","BuffyCoat","Total","Cells","BleedToSpinTime","birthyear","birthday","BloodID","BloodSource","OccasionDate","Island","occasionyear","oc","year","age","lifespan","age_date","wbc","Status","FieldPeriodID","OccasionID","TerritoryID","Resident","CatchType","BleedTime","CatchTime","SexEstimate","lifespan_yrs","wbc_z","Cells_z","AveAge","WithinAge","Year","avg_invert","TerritoryNumber","TQ","TQcorrected","newstat","Observer","newlifespan"
"16",609,2934,19,0.270000010728836,52.189998626709,21.2600002288818,NA,1993,"1993-07-11",66,"A","2003-06-15","CN",2003,1,1,10,4536,3626,0.00517340520853472,"BrM",30,1133,42,NA,"R",NA,"10:50:00",1,12.427397260274,-0.0120407645654707,-0.205327529988955,10,0,2003,3.65308711307692,30.1,47112.15993,47112.15993,"Dom","LB",4536
"17",832,3102,140,0.25,44.9799995422363,17.0200004577637,NA,1994,"1994-05-31",244,"A","2003-12-19","CN",2003,1,1,9,4212,3489,0.00555802584580397,"BrF",31,1235,83,NA,"R",NA,"15:10:00",0,11.5397260273973,0.0809794787086064,-1.04146865533496,9.5,-0.5,NA,NA,NA,NA,NA,"Dom","LB",4212
"18",832,3653,227,0.209999993443489,60.9500007629395,23.9300003051758,NA,1994,"1994-05-31",383,"A","2004-07-25","CN",2004,1,1,10,4212,3708,0.00344544693707664,"BrF",34,1415,83,NA,"R",NA,"15:40:00",0,11.5397260273973,-0.42994631409521,0.321204778732769,9.5,0.5,2004,3.1884100425,56,16497.07829,16497.07829,"Dom","OV",4212
"19",862,3117,156,0.360000014305115,36.3400001525879,13.2299995422363,NA,1994,"1994-07-04",260,"A","2003-12-24","CN",2003,1,1,9,4178,3460,0.00990643953752098,"BrF",31,1243,90,NA,"C",NA,"10:36:00",0,11.4465753424658,1.13264041487591,-1.78886860855143,9,0,NA,NA,NA,NA,NA,"Dom","LB",4178
"20",869,6459,1100,0.140000000596046,54.6100006103516,23.7800006866455,56,1995,"1995-07-04",4072,"A","2009-01-25","CN",2009,1,1,14,5372,4954,0.00256363301650482,"BrF",90,2289,69,NA,"C",NA,"18:10:00",0,14.7178082191781,-0.643212419617874,0.291624388022908,14,0,2009,3.28909595685714,48,34320.17093,34320.17093,"Dom","JW",5372
"21",911,3913,320,0.230000004172325,65.3300018310547,30.0699996948242,NA,1994,"1994-05-22",538,"A","2005-07-17","CN",2005,1,1,11,5955,4074,0.0035205877502822,"BrM",37,1604,4,NA,"R",NA,"10:55:00",1,16.3150684931507,-0.41177355879581,1.53203173071881,12.75,-1.75,2005,3.84936357792857,NA,NA,NA,"Dom","CE",5955
"22",911,6101,789,0.219999998807907,57.0800018310547,24.9099998474121,132,1994,"1994-05-22",3740,"A","2007-07-17","CN",2007,1,1,13,5955,4804,0.00385423951910623,"BrM",82,2086,4,NA,"R",NA,"10:07:00",1,16.3150684931507,-0.331080102185705,0.514463732581239,12.75,0.25,2007,2.00111878428571,3,7260.478375,7260.478375,"Dom","PS",5955
"23",911,6211,887,0.140000000596046,53,22.5799999237061,194,1994,"1994-05-22",3841,"A","2007-08-30","CN",2007,1,1,13,5955,4848,0.00264150944520842,"BrM",82,2236,4,NA,"R",NA,"09:56:00",1,16.3150684931507,-0.624378057544229,0.0549805100739173,12.75,0.25,2007,2.00111878428571,3,7260.478375,7260.478375,"Dom","PS",5955
"24",911,6330,996,0.0299999993294477,60.0800018310547,28.6599998474121,157,1994,"1994-05-22",3958,"A","2008-07-16","CN",2008,1,1,14,5955,5169,0.000499334194659445,"BrM",87,2161,4,NA,"R",NA,"10:13:00",1,16.3150684931507,-1.14246170577624,1.25397538100302,12.75,1.25,2008,2.59212595028571,3,2248.639471,2248.639471,"Dom","JC",5955
"25",912,2948,2,0.349999994039536,66.9700012207031,24.8099994659424,NA,1994,"1994-05-22",46,"A","2003-06-07","CN",2003,1,1,9,5222,3303,0.00522622051157044,"BrF",30,1124,1,NA,"C",NA,"16:21:00",0,14.3068493150685,0.000732581066364315,0.494743346729648,9,0,2003,3.65308711307692,1,6092.856566,6092.856566,"Dom","DR",5222
"26",921,2949,11,0.360000014305115,65.7399978637695,29.4300003051758,NA,1994,"1994-05-28",55,"A","2003-06-10","CN",2003,1,1,9,3518,3300,0.00547611843631528,"BrM",30,1126,47,NA,"R",NA,"15:30:00",1,9.63835616438356,0.0611702266344549,1.40582186308472,9,0,2003,3.65308711307692,33,9644.534327,9644.534327,"Dom","DR",3049
"27",927,2950,90,0,47.8300018310547,17.8799991607666,NA,1994,"1994-06-08",146,"A","2003-07-26","CN",2003,1,1,9,3507,3335,0,"BrF",30,1175,2,NA,"R",NA,"08:13:00",0,9.60821917808219,-1.26322534600122,-0.871874239735426,9,0,2003,3.65308711307692,1.1,15132.78391,15132.78391,"Dom","LB",3038
"28",930,6177,854,0.209999993443489,59.0800018310547,21.6499996185303,128,1994,"1994-06-08",3807,"A","2007-08-15","CN",2007,1,1,13,7054,4816,0.00355450214852744,"BrF",82,2230,12,NA,"R",NA,"08:07:00",0,19.3260273972603,-0.403571384316395,-0.128418438916302,13,0,2007,2.00111878428571,7,5799.459908,5799.459908,"Dom","PS",6839
"29",1018,2951,53,0.200000002980232,46.5999984741211,20.6200008392334,NA,1995,"1995-11-03",100,"A","2003-06-28","CN",2003,1,1,8,4493,2794,0.00429184569804869,"BrM",30,1149,110,NA,"R",NA,"16:40:00",1,12.3095890410959,-0.225245341179443,-0.331537397623042,8,0,2003,3.65308711307692,77,25667.31404,25667.31404,"Dom","CE",4335
"30",1029,3989,345,0.0799999982118607,42.6100006103516,18.5100002288818,NA,1996,"1996-06-21",585,"A","2005-07-29","CN",2005,1,1,9,5194,3325,0.00187749347725721,"BrM",37,1637,43,NA,"C",NA,"17:52:00",1,14.2301369863014,-0.80915480719729,-0.747636072164931,10.3333333333333,-1.33333333333333,2005,3.84936357792857,NA,NA,NA,"Dom","CE",5194
"31",1029,4463,378,0.119999997317791,65.6399993896484,29.1299991607666,NA,1996,"1996-06-21",658,"A","2005-09-01","CN",2005,1,1,9,5194,3359,0.00182815354103607,"BrM",37,1719,43,NA,"R",NA,"14:25:00",1,14.2301369863014,-0.821087637694903,1.34666070552993,10.3333333333333,-1.33333333333333,2005,3.84936357792857,NA,NA,NA,"Dom","KH",5194
"32",1029,6698,1296,0,50.8800010681152,20.25,186,1996,"1996-06-21",4288,"A","2009-06-22","CN",2009,1,1,13,5194,4749,0,"BrM",92,2394,43,NA,"R",NA,"15:00:00",1,14.2301369863014,-1.26322534600122,-0.404502712433425,10.3333333333333,2.66666666666667,2009,4.5509424385,30.2,17165.74838,17165.74838,"Dom","MH",5194
"33",1031,5727,547,0.0199999995529652,52.2200012207031,22.9300003051758,NA,1996,"1996-06-22",3385,"A","2007-06-14","CN",2007,1,1,11,5018,4009,0.000382995003551168,"BrM",82,2043,74,NA,"R",NA,"10:40:00",1,13.7479452054795,-1.17059826115204,0.12400167248696,11.75,-0.75,2007,2.00111878428571,51.1,4620.989419,4620.989419,"Dom","JC",5018
"34",1031,6112,798,0.490000009536743,56.9300003051758,24.2299995422363,69,1996,"1996-06-22",3750,"A","2007-07-18","CN",2007,1,1,11,5018,4043,0.00860706142473346,"BrM",82,2222,74,NA,"R",NA,"17:04:00",1,13.7479452054795,0.818386689400712,0.380365560152473,11.75,-0.75,2007,2.00111878428571,51.1,4620.989419,4620.989419,"Dom","PS",5018
"35",1031,6346,1011,0.129999995231628,58.3600006103516,25.5100002288818,52,1996,"1996-06-22",3974,"A","2008-07-18","CN",2008,1,1,12,5018,4409,0.00222755301357158,"BrM",87,2165,74,NA,"R",NA,"16:20:00",1,13.7479452054795,-0.724493143019405,0.632785671555734,11.75,0.25,2008,2.59212595028571,51.1,10402.49847,10402.49847,"Dom","JC",5018
"36",1031,6407,1058,0.109999999403954,58.8199996948242,23.8899993896484,110,1996,"1996-06-22",4027,"A","2009-01-07","CN",2009,1,1,13,5018,4582,0.00187011220630172,"BrM",90,2276,74,NA,"R",NA,"11:25:00",1,13.7479452054795,-0.810939962629475,0.31331647393809,11.75,1.25,2009,3.28909595685714,51.1,15497.70992,15497.70992,"Dom","JC",5018
"37",1040,2952,16,0.310000002384186,49.0699996948242,22.0200004577637,NA,1995,"1995-07-16",59,"A","2003-06-13","CN",2003,1,1,8,4066,2889,0.00631750569211608,"BrM",30,1129,109,NA,"R",NA,"08:00:00",1,11.1397260273973,0.264659170384265,-0.0554531241059184,9,-1,2003,3.65308711307692,76,4457.608623,4457.608623,"Dom","DR",4066
"38",1040,3886,285,0.270000010728836,61.6300010681152,26.4699993133545,NA,1995,"1995-07-16",475,"A","2005-06-12","CN",2005,1,1,10,4066,3619,0.00438098338551746,"BrM",37,1538,110,NA,"R",NA,"15:23:00",1,11.1397260273973,-0.203687451222984,0.822100473006884,9,1,2005,3.84936357792857,NA,NA,NA,"Dom","LB",4066
"39",1042,6444,1091,0.180000007152557,54.1100006103516,22.0599994659424,206,1996,"1996-07-04",4061,"A","2009-01-22","CN",2009,1,1,13,7748,4585,0.00332655710815353,"BrF",90,2285,63,NA,"C",NA,"12:20:00",0,21.227397260274,-0.45869973951658,-0.0475651954463272,14.6666666666667,-1.66666666666667,2009,3.28909595685714,46,44583.08929,44583.08929,"Dom","MH",7188
"40",1042,7286,2011,0.170000001788139,54.3400001525879,21.2999992370605,130,1996,"1996-07-04",4797,"A","2011-08-30","CN",2011,1,1,15,7748,5535,0.00312845052099329,"BrF",105,3617,63,NA,"R",NA,"15:20:00",0,21.227397260274,-0.506611684810722,-0.197439601329364,14.6666666666667,0.333333333333334,2011,9.22112790171429,46,33555.9305,33555.9305,"Dom","MH",7188
"41",1042,8044,1903,0.230000004172325,44.4199981689453,16.1700000762939,149,1996,"1996-07-04",5401,"A","2012-09-23","CN",2012,1,1,16,7748,5925,0.0051778481236661,"BrF",116,4343,63,NA,"R",NA,"17:12:00",0,21.227397260274,-0.0109662485194747,-1.20909137087093,14.6666666666667,1.33333333333333,2012,4.47840260407143,46,5858.904801,5858.904801,"Dom","SAK",7188
"42",1043,6601,1223,0.239999994635582,62.4099998474121,23.8500003814697,109,1995,"1995-07-16",4209,"A","2008-08-07","CN",2008,1,1,13,5360,4771,0.00384553749755431,"BrF",87,2375,165,NA,"R",NA,"11:01:00",0,14.6849315068493,-0.333184680264205,0.305428545278499,13,0,2008,2.59212595028571,108,16659.21303,16659.21303,"Dom","JC",5360
"43",1049,2953,79,0.330000013113022,39.7299995422363,18.5200004577637,NA,1996,"1996-07-22",134,"A","2003-07-15","CN",2003,1,1,7,2732,2549,0.00830606637088441,"H",30,1165,116,NA,"R",NA,"09:20:00",0,7.48493150684931,0.745591237414259,-0.745663995966251,7,0,2003,3.65308711307692,81,34887.75486,34887.75486,"Sub","CE",2263
"44",1155,2955,72,0.270000010728836,47.7400016784668,18.6700000762939,NA,1996,"1996-07-08",120,"A","2003-07-09","CN",2003,1,1,7,4245,2557,0.00565563471378385,"BrF",30,1158,169,NA,"R",NA,"09:10:00",0,11.6301369863014,0.104586117992602,-0.716083605256409,7,0,2003,3.65308711307692,112,48552.08447,48552.08447,"Dom","CE",4245
"45",1165,3705,260,0.0900000035762787,64.9199981689453,28.8299999237061,NA,1996,"1996-07-07",407,"A","2004-08-09","CN",2004,1,1,8,3444,2955,0.00138632172080575,"BrM",34,1447,38,NA,"R",NA,"11:24:00",1,9.43561643835617,-0.927944367213766,1.28749992411023,8,0,2004,3.1884100425,28,17355.05498,17355.05498,"Dom","LB",3444
"46",1165,3705,259,0.0700000002980232,65.1999969482422,28.7099990844727,NA,1996,"1996-07-07",407,"A","2004-08-09","CN",2004,1,1,8,3444,2955,0.0010736196867247,"BrM",34,1447,38,NA,"R",NA,"11:24:00",1,9.43561643835617,-1.00357114452097,1.26383538586129,8,0,2004,3.1884100425,28,17355.05498,17355.05498,"Dom","LB",3444
"47",1166,3103,147,0.479999989271164,51.9300003051758,22.2299995422363,NA,1996,"1996-11-08",252,"A","2003-12-22","CN",2003,1,1,7,2987,2600,0.00924321175525437,"BrM",31,1240,26,NA,"R",NA,"09:15:00",1,8.18356164383562,0.972239220362317,-0.0140406523391457,7,0,NA,NA,NA,NA,NA,"Dom","LB",2154
"48",1170,6222,897,0.0199999995529652,56.0299987792969,26.1399993896484,167,1997,"1997-05-01",3851,"A","2007-09-01","CN",2007,1,1,10,4147,3775,0.000356951632851993,"BrF",82,2118,95,NA,"R",NA,"09:43:00",0,11.3616438356164,-1.17689683289617,0.757023462991161,10,0,2007,2.00111878428571,64,5299.891276,5299.891276,"Dom","PS",4147
"49",1171,6495,1131,0.219999998807907,54.5200004577637,22.7000007629395,183,1996,"1996-07-11",4107,"A","2009-02-14","CN",2009,1,1,13,4999,4601,0.00403521637859008,"BrM",90,2308,139,NA,"R",NA,"16:07:00",1,13.6958904109589,-0.287310970046335,0.0786450483228475,13,0,2009,3.28909595685714,94.1,7601.647746,7601.647746,"Dom","MH",4999
"50",1187,2956,32,0.430000007152557,51.25,22.5599994659424,NA,1996,"1996-11-15",78,"A","2003-06-22","CN",2003,1,1,7,5047,2410,0.00839024404200111,"BrM",30,1141,5,NA,"R",NA,"09:15:00",1,13.827397260274,0.765949550741163,0.0510363576765775,11,-4,2003,3.65308711307692,3.1,8893.811333,8893.811333,"Dom","LB",5047
"51",1187,5718,543,0.0199999995529652,51.7200012207031,22.5,NA,1996,"1996-11-15",3371,"A","2007-06-13","CN",2007,1,1,11,5047,3862,0.000386697584704607,"BrM",77,2040,5,NA,"R",NA,"08:58:00",1,13.827397260274,-1.16970279438229,0.0392042766196464,11,0,2007,2.69293973207143,NA,NA,NA,"Dom","JC",5047
"52",1187,6105,793,0.0199999995529652,55.5400009155273,22.8799991607666,44,1996,"1996-11-15",3744,"A","2007-07-17","CN",2007,1,1,11,5047,3896,0.000360100814247084,"BrM",82,2086,5,NA,"R",NA,"11:31:00",1,13.827397260274,-1.17613520548697,0.114141291493621,11,0,2007,2.00111878428571,3.1,11110.16835,11110.16835,"Dom","PS",5047
"53",1187,6233,908,0.170000001788139,59.4199981689453,24.5100002288818,180,1996,"1996-11-15",3863,"A","2008-01-09","CN",2008,1,1,12,5047,4072,0.00286098968405869,"BrM",85,2131,5,NA,"R",NA,"15:45:00",1,13.827397260274,-0.571296908917738,0.435582565309925,11,1,2008,1.83148956078571,NA,NA,NA,"Dom","JC",5047
"54",1187,6327,993,0.0199999995529652,57.1199989318848,24.8799991607666,53,1996,"1996-11-15",3955,"A","2008-07-13","CN",2008,1,1,12,5047,4258,0.000350140054743612,"BrM",87,2158,5,NA,"R",NA,"11:27:00",1,13.827397260274,-1.1785442084952,0.50854750398524,11,1,2008,2.59212595028571,3.1,3748.498224,3748.498224,"Dom","JC",5047
"55",1187,6422,1072,0.109999999403954,32.8499984741211,14.1599998474121,169,1996,"1996-11-15",4041,"A","2009-01-04","CN",2009,1,1,13,5047,4433,0.00334855417088104,"BrM",90,2278,5,NA,"R",NA,"10:36:00",1,13.827397260274,-0.453379764642752,-1.60546965956121,11,2,2009,3.28909595685714,3.1,8339.418799,8339.418799,"Dom","MH",5047
"56",1193,6200,876,0.0799999982118607,40.2900009155273,17.3099994659424,107,1996,"1996-07-14",3830,"A","2007-08-23","CN",2007,1,1,11,4081,4057,0.00198560427882814,"BrF",82,2113,48,NA,"R",NA,"11:17:00",0,11.1808219178082,-0.783008282314791,-0.984279950113921,11,0,2007,2.00111878428571,33.1,14192.29819,14192.29819,"Dom","PS",4081
"57",1195,2954,94,0.280000001192093,37.5099983215332,16.5699996948242,NA,1996,"1996-11-25",152,"A","2003-07-29","CN",2003,1,1,7,5037,2437,0.00746467645218087,"BrF",30,1179,94,NA,"R",NA,"15:24:00",0,13.8,0.542101649643206,-1.13021020359962,9.5,-2.5,2003,3.65308711307692,63,25150.54197,25150.54197,"Dom","LB",5037
"58",1195,6554,1176,0.170000001788139,59.0400009155273,27.0599994659424,129,1996,"1996-11-25",4162,"A","2008-07-24","CN",2008,1,1,12,5037,4259,0.00287940377967422,"BrF",87,2172,94,NA,"R",NA,"13:41:00",0,13.8,-0.566843472237923,0.938450335782719,9.5,2.5,2008,2.59212595028571,63,27920.60553,27920.60553,"Dom","JC",5037
"59",1199,2922,102,0.330000013113022,51.6100006103516,21.6299991607666,NA,1996,"1996-07-15",173,"A","2003-08-07","CN",2003,1,1,7,4238,2579,0.00639410984712976,"BrM",30,1189,108,NA,"R",NA,"10:00:00",1,11.6109589041096,0.283185833918935,-0.132362591313641,7,0,2003,3.65308711307692,75,20772.39739,20772.39739,"Dom","LB",4238
"60",1213,2920,120,0.109999999403954,50.7900009155273,19.9500007629395,NA,1997,"1997-07-27",211,"A","2003-08-27","CN",2003,1,1,6,2968,2222,0.00216578061471004,"BrM",30,1213,68,NA,"R",NA,"16:30:00",1,8.13150684931507,-0.739432756271882,-0.463663493853128,6,0,2003,3.65308711307692,47.1,16599.04042,16599.04042,"Dom","LB",1893
"61",1214,2945,77,0.189999997615814,62.6100006103516,28.9699993133545,NA,1997,"1997-04-05",127,"A","2003-07-11","CN",2003,1,1,6,3437,2288,0.00303465893249649,"BrM",30,1163,33,NA,"R",NA,"09:37:00",1,9.41643835616438,-0.529295117610837,1.31510823862141,NA,NA,2003,3.65308711307692,25,10141.82176,10141.82176,"Dom","LB",3437
"62",1222,2861,6,0.349999994039536,43.2700004577637,15.9099998474121,NA,1997,"1997-11-15",51,"A","2003-06-08","CN",2003,1,1,6,NA,2031,0.00808874486565293,"BrF",30,1125,40,NA,"R",NA,"14:27:00",0,NA,0.693032177066259,-1.26036422363104,NA,NA,2003,3.65308711307692,29,3904.914362,3904.914362,"Dom","DR",1782
"63",1244,2911,104,0.239999994635582,61.1100006103516,25.7199993133545,NA,1997,"1997-05-02",175,"A","2003-08-07","CN",2003,1,1,6,4146,2288,0.00392734400652138,"BrF",30,1189,71,NA,"R",NA,"07:55:00",0,11.358904109589,-0.313399830913564,0.674198143322527,8.2,-2.2,2003,3.65308711307692,50,14579.12076,14579.12076,"Dom","LB",4146
"64",1244,3624,188,0.129999995231628,49.25,20.7700004577637,NA,1997,"1997-05-02",349,"A","2004-06-30","CN",2004,1,1,7,4146,2616,0.00263959381180971,"BrF",34,1353,71,NA,"R",NA,"08:20:00",0,11.358904109589,-0.624841352197468,-0.30195700691318,8.2,-1.2,2004,3.1884100425,50,4158.143263,4158.143263,"Dom","LB",4146
"65",1244,3624,532,0.0700000002980232,33.9799995422363,14.7600002288818,NA,1997,"1997-05-02",349,"A","2004-06-30","CN",2004,1,1,7,4146,2616,0.00206003535141355,"BrF",34,1353,71,NA,"R",NA,"08:20:00",0,11.358904109589,-0.765007177308564,-1.48714772058672,8.2,-1.2,2004,3.1884100425,50,4158.143263,4158.143263,"Dom","LB",4146
"66",1244,6146,830,0.109999999403954,59.3199996948242,25.6900005340576,271,1997,"1997-05-02",3783,"A","2007-07-26","CN",2007,1,1,10,4146,3737,0.00185434929146757,"BrF",82,2091,71,NA,"R",NA,"08:06:00",0,11.358904109589,-0.814752213014664,0.668282290861596,8.2,1.8,2007,2.00111878428571,50,3895.021193,3895.021193,"Dom","PS",4146
"67",1244,6260,930,0.140000000596046,57.2099990844727,24.5400009155273,254,1997,"1997-05-02",3890,"A","2008-01-17","CN",2008,1,1,11,4146,3912,0.00244712467814115,"ABX",85,2242,71,NA,"R",NA,"09:36:00",0,11.358904109589,-0.671389883143994,0.441498793905925,8.2,2.8,2008,1.83148956078571,NA,NA,NA,"Sub","JC",4146
"68",1275,3640,224,0.28999999165535,45.1800003051758,20.8299999237061,NA,1997,"1997-11-15",369,"A","2004-07-06","CN",2004,1,1,7,2857,2425,0.00641876913892202,"BrF",34,1369,144,NA,"R",NA,"09:40:00",0,7.82739726027397,0.289149667107315,-0.290124925856249,NA,NA,2004,3.1884100425,96,8672.933191,8672.933191,"Dom","CE",1782
"69",1276,3992,352,0.409999996423721,66.8600006103516,29.2099990844727,NA,1997,"1997-01-28",588,"A","2005-08-02","CN",2005,1,1,8,3653,3108,0.00613221646247252,"BrM",37,1656,137,NA,"R",NA,"15:20:00",1,10.0082191780822,0.219847094412781,1.3624369389842,8,0,2005,3.84936357792857,NA,NA,NA,"Dom","DR",3653
"70",1287,2914,4,0.360000014305115,65.3300018310547,26.1599998474121,NA,1997,"1997-11-15",48,"A","2003-06-08","CN",2003,1,1,6,2948,2031,0.00551048529335856,"BrM",30,1125,3,NA,"R",NA,"09:26:00",1,8.07671232876712,0.0694818279708477,0.7609676153885,6,0,2003,3.65308711307692,2,11174.09991,11174.09991,"Dom","DR",2948
"71",1346,3635,219,0.349999994039536,46.9599990844727,18.75,NA,1997,"1997-11-15",359,"A","2004-07-05","CN",2004,1,1,7,2948,2424,0.0074531516367781,"BrF",34,1368,27,NA,"R",NA,"09:00:00",0,8.07671232876712,0.539314380764277,-0.700307371802138,7.5,-0.5,2004,3.1884100425,21,11062.68838,11062.68838,"Dom","OV",2948
"72",1346,4468,379,0.370000004768372,62.2000007629395,25.2399997711182,NA,1997,"1997-11-15",670,"A","2005-09-02","CN",2005,1,1,8,2948,2848,0.0059485530583599,"BrF",37,1720,27,NA,"R",NA,"15:04:00",0,8.07671232876712,0.175428223256002,0.579540742596962,7.5,0.5,2005,3.84936357792857,NA,NA,NA,"Dom","KH",2948
"73",1355,2915,55,0.310000002384186,64.129997253418,27.9500007629395,NA,1997,"1997-12-06",102,"A","2003-06-29","CN",2003,1,1,6,2096,2031,0.00483393132170552,"BrF",30,1151,79,NA,"R",NA,"09:00:00",0,5.74246575342466,-0.0941422965119815,1.11396135611335,6,0,2003,3.65308711307692,53,8382.289209,8382.289209,"Dom","CE",1761
"74",1356,3115,142,0.189999997615814,45.5999984741211,20.2000007629395,NA,1997,"1997-08-05",248,"A","2003-12-20","CN",2003,1,1,6,4427,2328,0.00416666675380796,"BrM",31,1236,82,NA,"R",NA,"12:30:00",1,12.1287671232877,-0.25551978492416,-0.414362717291676,9,-3,NA,NA,NA,NA,NA,"Dom","LB",4427
